,市场,代码,名称,送转总比例,送股比例,转股比例,现金分红比例,股息率(%),预案公告日,预案公告日HSRZF,股权登记日QSRZF,股权登记日,除权除息日,除权除息日HSSRZF,YCQTS,总股本(亿）,每股收益(元),每股净资产(元),每股公积金(元),每股未分配利润(元),净利润同比增长(%),报告期,业绩披露日期,方案进度,分配计划,最新公告日期
71,沪市,603960,克来机电,3.0,-,3.0,1.43,0.00413294797687861,2018-04-26T00:00:00,10.2519,-5.9016,2018-05-30T00:00:00,2018-05-31T00:00:00,32.935,471.0,104000000.0,0.51,4.21614089,1.791893,1.273744,37.5566,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转3.00派1.43元(含税,扣税后1.287元)",2018-05-25T00:00:00
72,沪市,603567,珍宝岛,0.0,-,-,1.85,0.0123994638069705,2018-04-26T00:00:00,8.3024,-0.4005,2018-05-31T00:00:00,2018-06-01T00:00:00,-7.2297,470.0,849160000.0,0.6134,5.49888871,1.442791,2.70706,2.2199,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.85元(含税,扣税后1.665元)",2018-05-25T00:00:00
73,沪市,603611,诺力股份,4.0,-,4.0,5.0,0.0216450216450216,2018-04-26T00:00:00,15.6116,-5.6373,2018-05-31T00:00:00,2018-06-01T00:00:00,-14.19,470.0,191402539.0,0.86,8.30611336,4.380092,2.980602,10.1221,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转4.00派5.00元(含税,扣税后4.50元)",2018-05-28T00:00:00
74,沪市,603816,顾家家居,0.0,-,-,9.6,0.0126299171161689,2018-04-26T00:00:00,20.2934,4.8125,2018-05-31T00:00:00,2018-06-01T00:00:00,-3.0273,470.0,428141000.0,1.99,9.3417359,5.634135,2.979058,43.0212,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派9.60元(含税,扣税后8.64元)",2018-05-24T00:00:00
75,沪市,603323,苏农银行,0.0,-,-,1.5,0.0202156334231806,2018-04-26T00:00:00,2.3288,0.6784,2018-05-31T00:00:00,2018-06-01T00:00:00,-17.305,470.0,1448084326.0,0.5,5.77752465,0.882356,0.84713,12.4291,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2018-05-28T00:00:00
76,沪市,603110,东方材料,4.0,-,4.0,1.9,0.00726855394032135,2018-04-26T00:00:00,3.3048,-3.6846,2018-05-31T00:00:00,2018-06-01T00:00:00,-13.5776,470.0,102666700.0,0.68,6.09221448,2.726231,2.200707,-9.8519,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转4.00派1.90元(含税,扣税后1.71元)",2018-05-28T00:00:00
77,沪市,603355,莱克电气,0.0,-,-,1.9,0.00561465721040189,2018-04-26T00:00:00,3.3238,11.389099999999999,2018-05-31T00:00:00,2018-06-01T00:00:00,-9.6851,470.0,401000000.0,0.91,8.07758912,1.982496,4.596047,-27.1048,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.90元(含税,扣税后1.71元)",2018-05-28T00:00:00
78,中小板,002067,景兴纸业,0.0,-,-,0.5,0.0114155251141553,2018-04-26T00:00:00,-12.2222,-7.0064,2018-05-31T00:00:00,2018-06-01T00:00:00,-11.7512,470.0,1128451000.0,0.58,3.41626733,1.489556,0.926912,100.1354,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-05-26T00:00:00
79,中小板,002697,红旗连锁,0.0,-,-,0.21,0.00357142857142857,2018-04-26T00:00:00,0.565,9.9065,2018-05-31T00:00:00,2018-06-01T00:00:00,-13.6986,470.0,1360000000.0,0.12,1.70505503,0.032164,0.569103,14.2833,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.21元(含税,扣税后0.189元)",2018-05-25T00:00:00
80,中小板,002614,奥佳华,0.0,-,-,1.0,0.0043535045711798,2018-04-26T00:00:00,9.6962,-4.4509,2018-06-01T00:00:00,2018-06-04T00:00:00,-3.9808,467.0,560704000.0,0.63,5.15859704,2.1128,2.049588,37.5053,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-05-26T00:00:00
81,沪市,603063,禾望电气,0.0,-,-,1.4,0.00982456140350877,2018-04-26T00:00:00,-1.9284,-4.4906,2018-06-01T00:00:00,2018-06-04T00:00:00,-18.0316,467.0,420000000.0,0.6,5.67786576,2.234184,2.267037,-11.2358,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.40元(含税,扣税后1.26元)",2018-05-25T00:00:00
82,创业板,300423,鲁亿通,5.992124,-,5.992124,-,-,2018-04-26T00:00:00,-0.9096,8.1498,2018-06-01T00:00:00,2018-06-04T00:00:00,7.0048,467.0,182842013.0,0.26,4.37136481,2.225877,1.696906,11.5948,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,10转5.992124,2018-05-25T00:00:00
83,中小板,002809,红墙股份,0.0,-,-,2.0,0.00799041150619257,2018-04-26T00:00:00,3.8308,-7.1588,2018-06-01T00:00:00,2018-06-04T00:00:00,-22.3863,467.0,125039500.0,0.67,7.63215052,3.952722,3.126405,21.9378,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-05-26T00:00:00
84,沪市,603703,盛洋科技,0.0,-,-,0.32,0.00267782426778243,2018-04-26T00:00:00,-1.5613,-8.0062,2018-06-04T00:00:00,2018-06-05T00:00:00,-18.9958,466.0,229700000.0,0.11,2.32645681,0.372779,0.825173,10.969,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.32元(含税,扣税后0.288元)",2018-05-29T00:00:00
85,沪市,603778,乾景园林,0.0,-,-,0.19,0.00324232081911263,2018-04-26T00:00:00,0.3049,-10.2603,2018-06-04T00:00:00,2018-06-05T00:00:00,-8.1356,466.0,500000000.0,0.18,2.03821863,0.048641,0.894903,11.8236,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.19元(含税,扣税后0.171元)",2018-05-30T00:00:00
86,中小板,002221,东华能源,0.0,-,-,0.47,0.00414096916299559,2018-04-26T00:00:00,19.9599,-9.2,2018-06-05T00:00:00,2018-06-06T00:00:00,-19.2308,465.0,1649782824.0,0.6562,4.62092811,2.392335,1.244745,126.2228,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.47元(含税,扣税后0.423元)",2018-05-30T00:00:00
87,中小板,002042,华孚时尚,5.0,-,5.0,5.0,0.0360490266762797,2018-04-26T00:00:00,7.5314,0.6531,2018-06-05T00:00:00,2018-06-06T00:00:00,-24.1497,465.0,1012917037.0,0.69,6.79530884,2.992617,2.660889,41.368,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转5.00派5.00元(含税,扣税后4.50元)",2018-05-31T00:00:00
88,沪市,603779,威龙股份,0.0,-,-,0.9,0.00498891352549889,2018-04-26T00:00:00,-0.0644,13.0326,2018-06-05T00:00:00,2018-06-06T00:00:00,-20.7537,465.0,229646720.0,0.31,6.05083853,2.951738,1.888986,7.9559,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.90元(含税,扣税后0.81元)",2018-05-31T00:00:00
89,中小板,002284,亚太股份,0.0,-,-,1.0,0.0144927536231884,2018-04-26T00:00:00,-2.052,-5.3498,2018-06-05T00:00:00,2018-06-06T00:00:00,-15.5556,465.0,737556000.0,0.11,3.61154176,1.541636,0.868191,-42.1562,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-05-31T00:00:00
90,沪市,603001,奥康国际,0.0,-,-,5.0,0.0333333333333333,2018-04-26T00:00:00,3.609,3.5912,2018-06-05T00:00:00,2018-06-06T00:00:00,-19.1761,465.0,400980000.0,0.5648,10.17556004,4.812568,3.837191,-25.798,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派5.00元(含税,扣税后4.50元)",2018-05-30T00:00:00
91,深主板,000008,神州高铁,0.0,-,-,0.5,0.00998003992015968,2018-04-26T00:00:00,-3.827,-18.8006,2018-06-06T00:00:00,2018-06-07T00:00:00,-7.8629,464.0,2818329809.0,0.311,2.52153964,1.027708,0.532241,67.4338,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-01T00:00:00
92,中小板,002373,千方科技,0.0,-,-,0.4,0.002708192281652,2018-04-26T00:00:00,0.2776,-5.0161,2018-06-06T00:00:00,2018-06-07T00:00:00,-9.4499,464.0,1467612775.0,0.33,3.1270967,0.830399,1.233761,8.573,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.40元(含税,扣税后0.36元)",2018-06-01T00:00:00
93,沪市,600690,海尔智家,0.0,-,-,3.42,0.0165297245045916,2018-04-26T00:00:00,6.4442,14.8169,2018-06-06T00:00:00,2018-06-07T00:00:00,-10.3397,464.0,6097402727.0,1.136,5.21272616,0.135612,3.738167,37.3679,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派3.42元(含税,扣税后3.078元)",2018-06-01T00:00:00
94,沪市,601008,连云港,0.0,-,-,0.05,0.00121951219512195,2018-04-26T00:00:00,1.199,-3.5294,2018-06-06T00:00:00,2018-06-07T00:00:00,-17.284,464.0,1015215101.0,0.01,3.15630543,1.590566,0.429803,2.0045,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.05元(含税,扣税后0.045元)",2018-05-31T00:00:00
95,沪市,603168,莎普爱思,3.0,-,3.0,2.0,0.0140154169586545,2018-04-26T00:00:00,-1.8566,-5.3714,2018-06-07T00:00:00,2018-06-08T00:00:00,-20.7829,463.0,248148076.0,0.59,6.67860517,2.798248,2.443861,-46.918,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转3.00派2.00元(含税,扣税后1.80元)",2018-06-01T00:00:00
96,中小板,002713,东易日盛,0.0,-,-,11.0,0.0436507936507937,2018-04-26T00:00:00,-0.9322,7.234,2018-06-07T00:00:00,2018-06-08T00:00:00,-11.7647,463.0,262758451.0,0.86,5.01733167,2.632994,1.109487,25.8609,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派11.00元(含税,扣税后9.90元)",2018-05-31T00:00:00
97,沪市,601838,成都银行,0.0,-,-,2.8,0.0251798561151079,2018-04-26T00:00:00,4.6287,2.6777,2018-06-07T00:00:00,2018-06-08T00:00:00,-5.4316,463.0,3612251334.0,1.2,7.68,1.237711,3.16149,51.6431,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派2.80元(含税,扣税后2.52元)",2018-06-01T00:00:00
98,沪市,600310,桂东电力,0.0,-,-,0.25,0.00508130081300813,2018-04-26T00:00:00,-2.9851,-5.7471,2018-06-11T00:00:00,2018-06-12T00:00:00,-19.9187,459.0,827775000.0,0.0766,2.46270486,0.331019,0.23812,-69.7037,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.25元(含税,扣税后0.225元)",2018-06-06T00:00:00
99,中小板,002892,科力尔,0.0,0.0,0.0,1.26,0.0036745406824147,2018-04-26T00:00:00,-1.8938,3.4077,2018-06-12T00:00:00,2018-06-13T00:00:00,-1.5015,458.0,83600000.0,0.91,6.78008548,4.263531,1.330103,-3.0615,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.26元(含税,扣税后1.134元)",2018-06-05T00:00:00
100,沪市,603906,龙蟠科技,2.0,-,2.0,0.88,0.00572916666666667,2018-04-26T00:00:00,4.2283,10.5832,2018-06-13T00:00:00,2018-06-14T00:00:00,-14.0687,457.0,211720000.0,0.44,5.70491955,3.148256,1.444999,3.0883,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转2.00派0.88元(含税,扣税后0.792元)",2018-06-08T00:00:00
101,沪市,601858,中国科传,0.0,-,-,1.78,0.0151747655583973,2018-04-26T00:00:00,-1.5432,1.4706,2018-06-14T00:00:00,2018-06-15T00:00:00,-13.5577,456.0,790500000.0,0.48,4.11422039,0.991531,1.924397,32.5871,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.78元(含税,扣税后1.602元)",2018-06-08T00:00:00
102,沪市,603712,七一二,0.0,-,-,0.3,0.00104420466411417,2018-04-26T00:00:00,5.9276,-13.982,2018-06-14T00:00:00,2018-06-15T00:00:00,-10.5034,456.0,772000000.0,0.29,2.46089202,0.949118,0.450782,22.2966,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-06-11T00:00:00
103,沪市,603321,梅轮电梯,0.0,-,-,1.0,0.00870322019147084,2018-04-26T00:00:00,0.9588,8.1921,2018-06-14T00:00:00,2018-06-15T00:00:00,-14.1651,456.0,307000000.0,0.31,3.27086967,1.123333,1.015671,-15.418,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-08T00:00:00
104,中小板,002468,申通快递,0.0,-,-,2.0,0.00852151682999574,2018-04-26T00:00:00,-0.678,0.1707,2018-06-14T00:00:00,2018-06-15T00:00:00,-22.4516,456.0,1530802166.0,0.97,4.41126844,2.086554,1.845229,17.9278,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-06-09T00:00:00
105,中小板,002495,佳隆股份,0.0,-,-,0.1,0.00314465408805031,2018-04-26T00:00:00,-2.8169,-4.7904,2018-06-14T00:00:00,2018-06-15T00:00:00,-1.9293,456.0,935625600.0,0.0229,1.21376641,0.058734,0.107487,-33.6586,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-06-08T00:00:00
106,中小板,002440,闰土股份,5.0,-,5.0,4.5,0.0222332015810277,2018-04-26T00:00:00,6.247,-2.5518,2018-06-15T00:00:00,2018-06-19T00:00:00,-5.4032,452.0,767000000.0,1.22,9.13231282,1.985587,5.571548,41.6217,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转5.00派4.50元(含税,扣税后4.05元)",2018-06-12T00:00:00
107,中小板,002351,漫步者,0.0,-,-,1.0,0.0151745068285281,2018-04-26T00:00:00,2.1656,-12.8307,2018-06-20T00:00:00,2018-06-21T00:00:00,2.0701,450.0,595370000.0,0.2,3.00574052,1.221892,0.679063,34.0804,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-13T00:00:00
108,沪市,603090,宏盛股份,0.0,-,-,1.0,0.006635700066357,2018-04-26T00:00:00,10.1467,-22.2795,2018-06-20T00:00:00,2018-06-21T00:00:00,1.6289,450.0,100000000.0,0.246,4.58476366,2.223238,1.162362,-38.3954,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-13T00:00:00
109,中小板,002491,通鼎互联,0.0,-,-,0.5,0.00461254612546125,2018-04-26T00:00:00,6.2215,-16.4869,2018-06-20T00:00:00,2018-06-21T00:00:00,-1.955,450.0,1261553144.0,0.478,3.62955831,1.027339,1.482027,10.4036,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-14T00:00:00
110,沪市,603825,华扬联众,4.0,-,4.0,2.5,0.00707013574660633,2018-04-26T00:00:00,-34.0909,9.5415,2018-06-20T00:00:00,2018-06-21T00:00:00,-41.7863,450.0,164359050.0,0.93,7.54130415,3.745603,2.556193,23.4085,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转4.00派2.50元(含税,扣税后2.25元)",2018-06-14T00:00:00
111,沪市,603197,保隆科技,4.0,-,4.0,5.0,0.0124937531234383,2018-04-26T00:00:00,-6.1168,-9.8852,2018-06-21T00:00:00,2018-06-22T00:00:00,-6.5327,449.0,119303255.0,1.6576,11.14013102,5.881019,4.023736,31.3742,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转4.00派5.00元(含税,扣税后4.50元)",2018-06-14T00:00:00
112,中小板,002078,太阳纸业,0.0,-,-,1.0,0.0100502512562814,2018-04-26T00:00:00,6.6729,-4.6021,2018-06-21T00:00:00,2018-06-22T00:00:00,-9.7804,449.0,2592585238.0,0.8,3.88586546,0.557803,2.077399,91.5505,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-15T00:00:00
113,沪市,600573,惠泉啤酒,0.0,-,-,0.3,0.0046875,2018-04-26T00:00:00,1.233,-22.5182,2018-06-21T00:00:00,2018-06-22T00:00:00,-4.8137,449.0,250000000.0,0.1,4.45845496,2.024263,0.905799,1339.7891,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-06-15T00:00:00
114,沪市,603139,康惠制药,0.0,-,-,2.0,0.00972289742343218,2018-04-26T00:00:00,5.0638,-14.7181,2018-06-21T00:00:00,2018-06-22T00:00:00,-9.7916,449.0,99880000.0,0.69,9.11917703,4.125118,3.594898,-3.3947,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-06-14T00:00:00
115,中小板,002611,东方精工,6.0,-,6.0,0.45,0.00454086781029263,2018-04-26T00:00:00,1.0009,-9.3321,2018-06-21T00:00:00,2018-06-22T00:00:00,-12.8039,449.0,1149154435.0,0.5,6.67517701,4.911732,0.704003,412.7629,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转6.00派0.45元(含税,扣税后0.405元)",2018-06-15T00:00:00
116,沪市,600998,九州通,0.0,-,-,1.0,0.00587199060481503,2018-04-26T00:00:00,1.5722,-9.1733,2018-06-22T00:00:00,2018-06-25T00:00:00,-10.9605,446.0,1877663613.0,0.87,7.54519423,4.209238,2.383458,64.873,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-15T00:00:00
117,深主板,000700,模塑科技,0.0,-,-,1.2,0.0326086956521739,2018-04-26T00:00:00,-1.7429,-12.381,2018-06-22T00:00:00,2018-06-25T00:00:00,-1.1205,446.0,827178715.0,0.163,3.08701822,-,1.353841,-46.6142,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.20元(含税,扣税后1.08元)",2018-06-16T00:00:00
118,沪市,603017,中衡设计,0.0,-,-,3.0,0.0300902708124373,2018-04-26T00:00:00,-3.6873,-17.33,2018-06-22T00:00:00,2018-06-25T00:00:00,5.4371,446.0,275289728.0,0.55,6.1941063,3.647133,1.403386,24.2565,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派3.00元(含税,扣税后2.70元)",2018-06-15T00:00:00
119,沪市,603959,百利科技,4.0,-,4.0,0.17,0.00064442759666414,2018-04-26T00:00:00,5.9548,-15.4487,2018-06-22T00:00:00,2018-06-25T00:00:00,-5.266,446.0,224000000.0,0.48,4.2789969,1.205571,1.873793,1.9551,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转4.00派0.17元(含税,扣税后0.153元)",2018-06-16T00:00:00
120,中小板,002464,众应互联,4.0,-,4.0,-,-,2018-04-26T00:00:00,-49.6933,-5.6598,2018-06-25T00:00:00,2018-06-26T00:00:00,-43.3695,445.0,232943924.0,0.83,5.89063927,3.423916,1.15561,4.1443,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,10转4.00,2018-06-16T00:00:00
121,中小板,002164,宁波东力,0.0,0.0,0.0,0.5,0.0087719298245614,2018-04-26T00:00:00,-1.8817,-16.7883,2018-06-25T00:00:00,2018-06-26T00:00:00,-28.5217,445.0,699347282.0,0.29,4.87870931,3.355217,0.459853,1277.3258,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-20T00:00:00
122,沪市,600025,华能水电,0.0,-,-,0.55,0.0179153094462541,2018-04-26T00:00:00,-2.6393,-8.9021,2018-06-26T00:00:00,2018-06-27T00:00:00,-1.9934,444.0,18000000000.0,0.14,2.18998219,1.049578,0.108769,330.7479,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.55元(含税,扣税后0.495元)",2018-06-20T00:00:00
123,深主板,000560,我爱我家,3.0,-,3.0,0.1,0.00135135135135135,2018-04-26T00:00:00,1.9362,-3.6458,2018-06-26T00:00:00,2018-06-27T00:00:00,1.0772,444.0,1811923732.0,0.0623,4.78391287,3.080642,0.487885,-7.9265,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转3.00派0.10元(含税,扣税后0.09元)",2018-06-20T00:00:00
124,中小板,002906,华阳集团,0.0,-,-,2.5,0.0131371518654756,2018-04-26T00:00:00,2.4109,-11.6117,2018-06-26T00:00:00,2018-06-27T00:00:00,-24.8096,444.0,473100000.0,0.68,7.38676817,1.850721,4.321474,-5.0694,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派2.50元(含税,扣税后2.25元)",2018-06-20T00:00:00
125,沪市,603329,上海雅仕,0.0,-,-,3.0,0.0103483959986202,2018-04-26T00:00:00,14.1745,-17.4779,2018-06-26T00:00:00,2018-06-27T00:00:00,-22.8076,444.0,132000000.0,0.78,5.50474182,2.687262,1.697244,20.0326,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派3.00元(含税,扣税后2.70元)",2018-06-20T00:00:00
126,中小板,002752,�N兴股份,0.0,0.0,0.0,0.5,0.00589622641509434,2018-04-26T00:00:00,7.5967,13.0667,2018-06-26T00:00:00,2018-06-27T00:00:00,-10.1327,444.0,833180519.0,0.11,2.15333677,0.348591,0.749973,-49.359,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-06-19T00:00:00
127,沪市,600592,龙溪股份,0.0,-,-,1.0,0.0165562913907285,2018-04-26T00:00:00,0.2535,-14.6893,2018-06-27T00:00:00,2018-06-28T00:00:00,9.4755,443.0,399553571.0,0.1777,4.75450046,1.742162,1.131882,15.0159,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-20T00:00:00
128,中小板,002252,上海莱士,0.0,-,-,0.17,0.000870010235414534,2018-04-26T00:00:00,-65.1127,-0.963,2018-06-27T00:00:00,2018-06-28T00:00:00,-63.4734,443.0,4974622099.0,0.17,2.5072756,0.612702,0.817491,-48.1867,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.17元(含税,扣税后0.153元)",2018-06-22T00:00:00
129,沪市,603828,柯利达,3.0,-,3.0,0.27,0.00311418685121107,2018-04-26T00:00:00,6.4516,2.6035,2018-06-27T00:00:00,2018-06-28T00:00:00,11.4286,443.0,330226875.0,0.17,3.21836868,1.097098,1.157305,19.0191,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转3.00派0.27元(含税,扣税后0.243元)",2018-06-22T00:00:00
130,中小板,002462,嘉事堂,0.0,-,-,1.5,0.00782064650677789,2018-04-26T00:00:00,4.9321,-8.1418,2018-06-28T00:00:00,2018-06-29T00:00:00,1.4433,442.0,250526315.0,1.05,8.8102813,2.942444,4.371344,18.1722,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2018-06-23T00:00:00
131,创业板,300283,温州宏丰,0.0,-,-,0.05,0.00113122171945701,2018-04-26T00:00:00,3.2454,-6.7511,2018-06-28T00:00:00,2018-06-29T00:00:00,7.064,442.0,414361350.0,0.02,1.36540507,0.041158,0.266928,-74.0302,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.05元(含税,扣税后0.045元)",2018-06-22T00:00:00
132,沪市,603012,创力集团,0.0,-,-,0.4,0.0060882800608828,2018-04-26T00:00:00,3.2159,-8.3682,2018-06-28T00:00:00,2018-06-29T00:00:00,1.6369,442.0,636560000.0,0.23,4.00427192,1.351345,1.471315,50.8526,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.40元(含税,扣税后0.36元)",2018-06-22T00:00:00
133,中小板,002091,江苏国泰,0.0,-,-,2.0,0.0313971742543171,2018-04-26T00:00:00,9.322,-9.901,2018-06-28T00:00:00,2018-06-29T00:00:00,-6.7717,442.0,1570774045.0,0.5,4.50662256,2.061686,1.229093,43.1923,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-06-23T00:00:00
134,中小板,002603,以岭药业,0.0,-,-,1.0,0.00715307582260372,2018-04-26T00:00:00,10.9635,-9.1027,2018-06-29T00:00:00,2018-07-02T00:00:00,-5.3161,439.0,1206306583.0,0.45,5.90235551,2.44145,2.199896,1.5054,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-23T00:00:00
135,创业板,300350,华鹏飞,0.0,-,-,0.05,0.000615006150061501,2018-04-26T00:00:00,-20.8437,11.8294,2018-07-03T00:00:00,2018-07-04T00:00:00,-32.3493,437.0,530619285.0,0.11,3.54260437,1.802336,0.656277,-55.1749,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派0.05元(含税,扣税后0.045元)",2018-06-28T00:00:00
136,沪市,603808,歌力思,0.0,-,-,2.6,0.0119705340699816,2018-04-26T00:00:00,12.4327,-2.2502,2018-07-03T00:00:00,2018-07-04T00:00:00,-20.367,437.0,337002965.0,0.91,6.14115259,3.219933,2.203959,52.7232,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派2.60元(含税,扣税后2.34元)",2018-06-26T00:00:00
137,深主板,000938,紫光股份,4.0,-,4.0,2.0,0.00323153982872839,2018-04-26T00:00:00,-5.5382999999999996,3.5469,2018-07-04T00:00:00,2018-07-05T00:00:00,10.4499,436.0,1042303162.0,1.511,24.12654206,20.209094,2.581497,93.3453,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10转4.00派2.00元(含税,扣税后1.80元)",2018-06-28T00:00:00
138,沪市,600572,康恩贝,0.0,-,-,1.5,0.020979020979021,2018-04-26T00:00:00,7.6809,0.9887,2018-07-04T00:00:00,2018-07-05T00:00:00,-1.4535,436.0,2667320200.0,0.28,2.14782191,0.34716,0.693714,61.2254,2017-12-31T00:00:00,2018-04-26T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2018-06-29T00:00:00
