,市场,代码,名称,送转总比例,送股比例,转股比例,现金分红比例,股息率(%),预案公告日,预案公告日HSRZF,股权登记日QSRZF,股权登记日,除权除息日,除权除息日HSSRZF,YCQTS,总股本(亿）,每股收益(元),每股净资产(元),每股公积金(元),每股未分配利润(元),净利润同比增长(%),报告期,业绩披露日期,方案进度,分配计划,最新公告日期
1180,沪市,603338,浙江鼎力,4.0,-,4.0,4.0,0.00597460791635549,2018-04-13T00:00:00,-3.1788,5.1681,2018-05-17T00:00:00,2018-05-18T00:00:00,-7.0457,484.0,176926229.0,1.73,13.45,7.002609,3.940379,61.999,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10转4.00派4.00元(含税,扣税后3.60元)",2018-05-12T00:00:00
1181,创业板,300725,药石科技,5.0,-,5.0,2.0,0.00171262202431923,2018-04-13T00:00:00,-2.302,8.9874,2018-05-17T00:00:00,2018-05-18T00:00:00,-14.1777,484.0,73333334.0,1.19,6.75348295,4.615477,1.022678,86.0136,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10转5.00派2.00元(含税,扣税后1.80元)",2018-05-11T00:00:00
1182,创业板,300643,万通智控,0.0,-,-,1.1,0.00895765472312704,2018-04-13T00:00:00,-13.4146,12.1461,2018-05-18T00:00:00,2018-05-21T00:00:00,-10.4556,481.0,200000000.0,0.19,2.0636331,0.664677,0.341979,-9.5533,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派1.10元(含税,扣税后0.99元)",2018-05-11T00:00:00
1183,创业板,300731,科创新源,0.0,-,-,3.5,0.00925681036762761,2018-04-13T00:00:00,-10.1317,20.1462,2018-05-18T00:00:00,2018-05-21T00:00:00,-3.474,481.0,87217391.0,0.98,5.5761289,3.684999,0.741434,18.808,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派3.50元(含税,扣税后3.15元)",2018-05-15T00:00:00
1184,创业板,300736,百邦科技,5.0,-,5.0,6.8,0.0136683417085427,2018-04-13T00:00:00,-8.8179,11.7978,2018-05-21T00:00:00,2018-05-22T00:00:00,-21.1026,480.0,54308700.0,0.97,4.97833427,0.935419,2.740887,-16.1163,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10转5.00派6.80元(含税,扣税后5.62元)",2018-05-16T00:00:00
1185,中小板,002307,北新路桥,6.0,-,6.0,-,-,2018-04-13T00:00:00,-8.75,2.1556,2018-05-21T00:00:00,2018-05-22T00:00:00,-20.09,480.0,561379023.0,0.09,3.26051857,1.401201,0.699132,25.8374,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,10转6.00,2018-05-14T00:00:00
1186,创业板,300669,沪宁股份,0.0,-,-,1.8,0.00714285714285714,2018-04-13T00:00:00,-5.0162,5.0,2018-05-21T00:00:00,2018-05-22T00:00:00,-18.517,480.0,84200000.0,0.52,5.2599573,3.424529,0.733043,-11.3345,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派1.80元(含税,扣税后1.62元)",2018-05-16T00:00:00
1187,沪市,600477,杭萧钢构,3.0,3.0,-,1.7,0.0200235571260306,2018-04-13T00:00:00,-8.0874,0.2361,2018-05-22T00:00:00,2018-05-23T00:00:00,-28.2844,479.0,1374420616.0,0.559,2.10753709,0.080915,0.860135,71.1425,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10送3.00派1.70元(含税,扣税后1.23元)",2018-05-17T00:00:00
1188,中小板,002135,东南网架,0.0,-,-,0.12,0.0018348623853211,2018-04-13T00:00:00,-2.8302,1.8692,2018-05-22T00:00:00,2018-05-23T00:00:00,-25.387,479.0,1034402200.0,0.12,3.75228042,2.022366,0.64404,110.8583,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.12元(含税,扣税后0.108元)",2018-05-16T00:00:00
1189,创业板,300638,广和通,5.0,-,5.0,1.25,0.00261123877167328,2018-04-13T00:00:00,-1.2469,11.2997,2018-05-24T00:00:00,2018-05-25T00:00:00,0.7658,477.0,80000000.0,0.58,4.60455449,2.143964,1.313806,8.7691,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10转5.00派1.25元(含税,扣税后1.125元)",2018-05-18T00:00:00
1190,中小板,002176,江特电机,0.0,-,-,0.2,0.001806684733514,2018-04-13T00:00:00,-2.3365,-4.4866,2018-05-24T00:00:00,2018-05-25T00:00:00,-8.9269,477.0,1469182112.0,0.19,2.74666522,1.188839,0.506375,42.5792,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-05-18T00:00:00
1191,中小板,002850,科达利,5.0,-,5.0,3.0,0.00584567420109119,2018-04-13T00:00:00,-8.6538,9.4243,2018-05-24T00:00:00,2018-05-25T00:00:00,-20.7167,477.0,140000000.0,1.24,16.10737419,10.157064,4.571924,-28.6469,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10转5.00派3.00元(含税,扣税后2.70元)",2018-05-18T00:00:00
1192,沪市,601116,三江购物,0.0,-,-,2.0,0.00970873786407767,2018-04-13T00:00:00,-2.322,7.5718,2018-05-25T00:00:00,2018-05-28T00:00:00,-22.9525,474.0,410758800.0,0.26,3.9842593,1.643533,1.053104,7.4879,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-05-22T00:00:00
1193,沪市,603696,安记食品,4.0,-,4.0,1.25,0.003700414446418,2018-04-13T00:00:00,-3.5858,4.0345,2018-05-28T00:00:00,2018-05-29T00:00:00,-9.1174,473.0,120000000.0,0.34,6.00338525,2.689621,2.030747,1.0825,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10转4.00派1.25元(含税,扣税后1.125元)",2018-05-23T00:00:00
1194,创业板,300329,海伦钢琴,0.0,-,-,0.29,0.00324384787472036,2018-04-13T00:00:00,-0.7212,4.8066,2018-05-28T00:00:00,2018-05-29T00:00:00,-10.3972,473.0,251289880.0,0.1631,3.3226316,1.391968,0.813362,23.1207,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.29元(含税,扣税后0.261元)",2018-05-21T00:00:00
1195,沪市,603488,展鹏科技,0.0,-,-,2.0,0.0143988480921526,2018-04-13T00:00:00,-4.7748,-2.3207,2018-05-29T00:00:00,2018-05-30T00:00:00,-28.9596,472.0,208000000.0,0.38,3.84291837,1.577947,1.041729,-1.8807,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-05-24T00:00:00
1196,沪市,600173,卧龙地产,0.0,-,-,1.0,0.0199203187250996,2018-04-13T00:00:00,-2.1782,-1.9531,2018-05-29T00:00:00,2018-05-30T00:00:00,-7.384,472.0,727697460.0,0.43,2.64984123,0.021797,1.346193,295.5423,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-05-22T00:00:00
1197,沪市,600303,曙光股份,0.0,-,-,1.47,0.0206751054852321,2018-04-13T00:00:00,-3.7419,-4.8193,2018-05-30T00:00:00,2018-05-31T00:00:00,-26.6281,471.0,675604211.0,0.47,4.59078323,1.643518,1.542572,420.7363,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派1.47元(含税,扣税后1.323元)",2018-05-24T00:00:00
1198,沪市,600883,博闻科技,0.0,-,-,0.4,0.00522193211488251,2018-04-13T00:00:00,-4.6136,-4.4888,2018-05-31T00:00:00,2018-06-01T00:00:00,-12.9117,470.0,236088000.0,0.1156,2.79874899,0.043634,1.144143,91.8739,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.40元(含税,扣税后0.36元)",2018-05-28T00:00:00
1199,中小板,002590,万安科技,0.0,-,-,0.3,0.00304568527918782,2018-04-13T00:00:00,-11.7848,-3.9961,2018-05-31T00:00:00,2018-06-01T00:00:00,-13.3472,470.0,479646926.0,0.27,3.8235576,1.646231,1.029932,0.8315,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-05-25T00:00:00
1200,沪市,600080,金花股份,0.0,-,-,0.3,0.00317460317460317,2018-04-13T00:00:00,11.5542,-14.7881,2018-06-01T00:00:00,2018-06-04T00:00:00,10.3522,467.0,373270285.0,0.1751,3.65795391,0.82739,1.467732,95.8409,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-05-29T00:00:00
1201,创业板,300535,达威股份,6.68254,-,6.68254,1.909297,0.00588744064138144,2018-04-13T00:00:00,-10.8586,-5.5895,2018-06-04T00:00:00,2018-06-05T00:00:00,-16.7428,466.0,62578000.0,0.8663,11.08502427,5.256563,4.314828,-10.4926,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10转6.68254派1.909297元(含税,扣税后1.718367元)",2018-05-29T00:00:00
1202,中小板,002158,汉钟精机,0.0,-,-,2.2,0.01985559566787,2018-04-13T00:00:00,3.1869,-8.6562,2018-06-04T00:00:00,2018-06-05T00:00:00,-18.6642,466.0,530381122.0,0.4279,3.33807005,0.767945,1.278364,9.6271,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派2.20元(含税,扣税后1.98元)",2018-05-30T00:00:00
1203,沪市,603380,易德龙,0.0,-,-,2.0,0.00960614793467819,2018-04-13T00:00:00,0.7612,-3.3426,2018-06-07T00:00:00,2018-06-08T00:00:00,-11.2475,463.0,160000000.0,0.68,4.33924076,2.293261,0.896511,18.0149,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派2.00元(含税,扣税后1.80元)",2018-06-01T00:00:00
1204,中小板,002472,双环传动,0.0,-,-,0.6,0.00648648648648649,2018-04-13T00:00:00,-3.792,-3.2427,2018-06-07T00:00:00,2018-06-08T00:00:00,-10.0767,463.0,686534000.0,0.36,4.57158786,2.119435,1.410614,30.6069,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",2018-06-04T00:00:00
1205,沪市,603917,合力科技,4.0,-,4.0,1.5,0.00573394495412844,2018-04-13T00:00:00,-15.2639,0.7704,2018-06-07T00:00:00,2018-06-08T00:00:00,-17.9296,463.0,112000000.0,0.9471,7.40765818,2.988148,2.947418,4.3457,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10转4.00派1.50元(含税,扣税后1.35元)",2018-06-04T00:00:00
1206,沪市,603701,德宏股份,2.0,-,2.0,2.0,0.0111856823266219,2018-04-13T00:00:00,-5.4975,-6.875,2018-06-11T00:00:00,2018-06-12T00:00:00,-7.2938,459.0,121761000.0,0.68,4.95527348,2.055257,1.756085,19.1157,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10转2.00派2.00元(含税,扣税后1.80元)",2018-06-05T00:00:00
1207,创业板,300217,东方电热,0.0,-,-,0.1,0.00398406374501992,2018-04-13T00:00:00,-2.8369,-5.6391,2018-06-14T00:00:00,2018-06-15T00:00:00,2.4291,456.0,1273493706.0,0.0655,1.47433628,0.032873,0.390327,81.7617,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-06-09T00:00:00
1208,深主板,000630,铜陵有色,0.0,-,-,0.2,0.00806451612903226,2018-04-13T00:00:00,-0.7722,-1.5873,2018-06-14T00:00:00,2018-06-15T00:00:00,-9.8765,456.0,10526533308.0,0.05,1.64161588,0.234135,0.303963,204.3504,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-06-09T00:00:00
1209,深主板,000570,苏常柴A,0.0,-,-,0.3,0.00657894736842105,2018-04-13T00:00:00,-3.2193,-2.5641,2018-06-14T00:00:00,2018-06-15T00:00:00,-3.3632,456.0,561374326.0,0.08,4.00249308,0.292726,1.209765,-25.7573,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-06-07T00:00:00
1210,创业板,300120,经纬辉开,2.930005,-,2.930005,1.953337,0.0231987767220903,2018-04-13T00:00:00,-0.9124,-21.3084,2018-06-19T00:00:00,2018-06-20T00:00:00,10.0,451.0,301567785.0,0.255,6.10019653,4.616943,0.383248,256.9938,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10转2.930005派1.953337元(含税,扣税后1.758003元)",2018-06-12T00:00:00
1211,沪市,601086,国芳集团,0.0,-,-,1.0,0.0121212121212121,2018-04-13T00:00:00,-12.3314,-15.9021,2018-06-19T00:00:00,2018-06-20T00:00:00,-6.7146,451.0,666000000.0,0.22,2.65357937,0.489618,0.638485,31.6764,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-13T00:00:00
1212,创业板,300517,海波重科,0.0,-,-,0.31,0.00133276010318143,2018-04-13T00:00:00,4.3675,-5.2546,2018-06-21T00:00:00,2018-06-22T00:00:00,30.0,449.0,102400000.0,0.34,6.02893155,2.584702,2.125402,-19.4451,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.31元(含税,扣税后0.279元)",2018-06-14T00:00:00
1213,沪市,600992,贵绳股份,0.0,-,-,0.3,0.00401069518716578,2018-04-13T00:00:00,-13.7311,-16.7038,2018-06-21T00:00:00,2018-06-22T00:00:00,1.6064,449.0,245090000.0,0.0905,5.60686609,3.428818,0.912523,5.4653,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-06-15T00:00:00
1214,深主板,000027,深圳能源,0.0,-,-,0.8,0.0161943319838057,2018-04-13T00:00:00,-3.7415,-12.8748,2018-06-21T00:00:00,2018-06-22T00:00:00,0.6061,449.0,3964491597.0,0.19,5.38304874,1.00862,2.073259,-44.3727,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.80元(含税,扣税后0.72元)",2018-06-14T00:00:00
1215,沪市,603393,新天然气,0.0,-,-,10.0,0.0282406099971759,2018-04-13T00:00:00,16.4557,-7.2551,2018-06-21T00:00:00,2018-06-22T00:00:00,5.1905,449.0,160000000.0,1.65,12.1355596,7.31714,2.908596,29.6691,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派10.00元(含税,扣税后9.00元)",2018-06-15T00:00:00
1216,沪市,600070,浙江富润,0.0,-,-,1.0,0.0126742712294043,2018-04-13T00:00:00,0.6431,-9.7254,2018-06-22T00:00:00,2018-06-25T00:00:00,-12.6452,446.0,521946118.0,0.32,4.40787766,2.12092,0.448386,65.0868,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-06-16T00:00:00
1217,沪市,601019,山东出版,0.0,-,-,2.2,0.0267965895249696,2018-04-13T00:00:00,-5.3691,-12.7524,2018-06-25T00:00:00,2018-06-26T00:00:00,-6.0075,445.0,2086900000.0,0.74,4.17029667,1.047408,2.006198,30.3193,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派2.20元(含税,扣税后1.98元)",2018-06-20T00:00:00
1218,沪市,603199,九华旅游,0.0,-,-,1.5,0.00633981403212172,2018-04-13T00:00:00,-3.256,-12.7903,2018-06-26T00:00:00,2018-06-27T00:00:00,-1.6511,444.0,110680000.0,0.75,9.25314521,3.011328,4.632613,11.9437,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2018-06-20T00:00:00
1219,沪市,603918,金桥信息,0.0,-,-,0.6,0.00407885791978246,2018-04-13T00:00:00,-5.0297,-17.6833,2018-06-27T00:00:00,2018-06-28T00:00:00,5.7857,443.0,179420000.0,0.2,2.90296379,0.829198,1.037237,20.6605,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.60元(含税,扣税后0.54元)",2018-06-21T00:00:00
1220,创业板,300458,全志科技,0.0,-,-,0.25,0.00146541617819461,2018-04-13T00:00:00,1.4504,-18.5291,2018-06-27T00:00:00,2018-06-28T00:00:00,32.4822,443.0,331402584.0,0.05,6.07567316,2.019901,2.876228,-88.3457,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.25元(含税,扣税后0.225元)",2018-06-21T00:00:00
1221,沪市,601311,骆驼股份,0.0,-,-,0.57,0.00515370705244123,2018-04-13T00:00:00,-2.3312,-3.0675,2018-07-02T00:00:00,2018-07-03T00:00:00,5.8506,438.0,848397772.0,0.57,6.20100586,1.202277,3.855025,-6.2709,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.57元(含税,扣税后0.513元)",2018-06-27T00:00:00
1222,沪市,600619,海立股份,0.0,-,-,1.2,0.0107047279214987,2018-04-13T00:00:00,3.2132,3.318,2018-07-02T00:00:00,2018-07-03T00:00:00,6.7556,438.0,866310655.0,0.32,4.8252539,2.42345,1.07322,59.6419,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派1.20元(含税,扣税后1.08元)",2018-06-27T00:00:00
1223,中小板,002191,劲嘉股份,0.0,-,-,3.016934,0.0403873360107095,2018-04-13T00:00:00,-4.4048,-2.3529,2018-07-04T00:00:00,2018-07-05T00:00:00,1.9231,436.0,1494834382.0,0.43,3.69,1.105008,1.92581,0.6465,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派3.016934元(含税,扣税后2.715241元)",2018-06-29T00:00:00
1224,中小板,002300,太阳电缆,0.0,-,-,1.8,0.0274390243902439,2018-04-13T00:00:00,-6.7097,24.4782,2018-07-05T00:00:00,2018-07-06T00:00:00,-16.1339,435.0,542700000.0,0.19,2.44664222,0.640857,0.433917,-34.4359,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派1.80元(含税,扣税后1.62元)",2018-06-30T00:00:00
1225,创业板,300064,豫金刚石,0.0,-,-,0.21,0.00422535211267606,2018-04-13T00:00:00,-10.6433,-3.8685,2018-07-05T00:00:00,2018-07-06T00:00:00,0.7843,435.0,1205476595.0,0.1916,5.69557931,3.942259,0.669068,67.8842,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.21元(含税,扣税后0.189元)",2018-06-29T00:00:00
1226,沪市,600789,鲁抗医药,0.0,-,-,0.3,0.00278293135435993,2018-04-13T00:00:00,-6.5686,19.6448,2018-07-09T00:00:00,2018-07-10T00:00:00,11.71,431.0,677099796.0,0.2,3.36655466,1.884329,0.223262,292.539,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-07-03T00:00:00
1227,沪市,600853,龙建股份,0.0,-,-,0.1,0.00253164556962025,2018-04-13T00:00:00,-2.9412,6.7568,2018-08-03T00:00:00,2018-08-06T00:00:00,-4.3597,404.0,644167658.0,0.2595,1.78191806,0.200663,0.556916,375.2652,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-07-31T00:00:00
1228,沪市,600628,新世界,0.0,-,-,2.1,0.0289655172413793,2018-04-13T00:00:00,-2.0608,0.2766,2018-08-09T00:00:00,2018-08-10T00:00:00,-1.8492,400.0,646875384.0,0.69,6.71400535,2.419829,2.729606,77.3877,2017-12-31T00:00:00,2018-04-13T00:00:00,实施分配,"10派2.10元(含税,扣税后1.89元)",2018-08-06T00:00:00
1229,中小板,002045,国光电器,0.0,-,-,0.8,0.0076555023923445,2018-04-12T00:00:00,-16.388,-5.8559,2018-05-11T00:00:00,2018-05-14T00:00:00,-30.5882,488.0,416904000.0,0.31,3.45202698,0.994118,1.135853,116.4373,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.80元(含税,扣税后0.72元)",2018-05-08T00:00:00
1230,沪市,603268,松发股份,4.0,-,4.0,1.6,0.00590188122464035,2018-04-12T00:00:00,-1.6556,-0.1105,2018-05-18T00:00:00,2018-05-21T00:00:00,-30.5138,481.0,89384000.0,0.52,6.76364773,3.016236,2.745864,16.9738,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转4.00派1.60元(含税,扣税后1.44元)",2018-05-15T00:00:00
1231,沪市,603738,泰晶科技,4.0,-,4.0,2.3,0.00785250938886992,2018-04-12T00:00:00,7.2961,1.5956,2018-05-18T00:00:00,2018-05-21T00:00:00,-24.0724,481.0,113356000.0,0.57,5.19298317,1.945476,2.034516,9.3405,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转4.00派2.30元(含税,扣税后2.07元)",2018-05-14T00:00:00
1232,创业板,300630,普利制药,5.0,-,5.0,1.6,0.00154009048031572,2018-04-12T00:00:00,6.3842,-4.7929,2018-05-21T00:00:00,2018-05-22T00:00:00,6.7975,480.0,122117620.0,0.86,5.907198,3.172291,1.488874,41.0239,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转5.00派1.60元(含税,扣税后1.44元)",2018-05-16T00:00:00
1233,创业板,300617,安靠智电,5.0,-,5.0,5.0,0.0104777870913663,2018-04-12T00:00:00,-10.1364,3.3124,2018-05-21T00:00:00,2018-05-22T00:00:00,-19.3084,480.0,66670000.0,1.2224,12.19121374,6.546807,4.098041,9.9454,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转5.00派5.00元(含税,扣税后4.50元)",2018-05-15T00:00:00
1234,创业板,300374,恒通科技,0.0,-,-,1.0,0.00656167979002625,2018-04-12T00:00:00,3.6337,5.6865,2018-05-21T00:00:00,2018-05-22T00:00:00,-22.055,480.0,245912337.0,0.36,5.82190156,3.091824,1.648706,39.2581,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派1.00元(含税,扣税后0.90元)",2018-05-15T00:00:00
1235,中小板,002085,万丰奥威,0.0,-,-,3.0,0.027124773960217,2018-04-12T00:00:00,-23.6906,18.6695,2018-05-21T00:00:00,2018-05-22T00:00:00,-21.3222,480.0,2186879678.0,0.41,2.7478273,0.052567,1.540094,-5.9917,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派3.00元(含税,扣税后2.70元)",2018-05-15T00:00:00
1236,沪市,600848,上海临港,0.0,-,-,1.2,0.00503989920201596,2018-04-12T00:00:00,-8.43,-0.543,2018-05-22T00:00:00,2018-05-23T00:00:00,-26.7666,479.0,1119919277.0,0.37,5.81167181,3.785929,0.927017,1.5866,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派1.20元(含税,扣税后1.08元)",2018-05-17T00:00:00
1237,中小板,002489,浙江永强,0.0,-,-,0.1,0.00235849056603774,2018-04-12T00:00:00,-5.9633,0.4739,2018-05-22T00:00:00,2018-05-23T00:00:00,-16.7064,479.0,2175736503.0,0.04,1.48048827,0.12203,0.255209,28.3818,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.10元(含税,扣税后0.09元)",2018-05-16T00:00:00
1238,沪市,603728,鸣志电器,3.0,-,3.0,0.52,0.00244016893477241,2018-04-12T00:00:00,-6.7294,3.6479,2018-05-22T00:00:00,2018-05-23T00:00:00,-12.073,479.0,320000000.0,0.579,5.28022669,2.596242,1.558088,5.85,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转3.00派0.52元(含税,扣税后0.468元)",2018-05-17T00:00:00
1239,沪市,603838,四通股份,0.0,-,-,0.5,0.00483558994197292,2018-04-12T00:00:00,-6.7895,-1.2416,2018-05-22T00:00:00,2018-05-23T00:00:00,-3.0907,479.0,266680000.0,0.16,2.5844963,0.524582,0.94841,-30.1626,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-05-16T00:00:00
1240,沪市,600584,长电科技,0.0,-,-,0.25,0.00125628140703518,2018-04-12T00:00:00,9.6117,-0.4502,2018-05-24T00:00:00,2018-05-25T00:00:00,-14.3077,477.0,1359844003.0,0.28,6.94570138,5.067659,0.820634,222.8933,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.25元(含税,扣税后0.225元)",2018-05-21T00:00:00
1241,深主板,000665,湖北广电,0.0,-,-,0.8,0.00714924039320822,2018-04-12T00:00:00,-4.3781,2.1918,2018-05-24T00:00:00,2018-05-25T00:00:00,-23.5612,477.0,636217448.0,0.53,9.21630307,5.450283,2.608369,10.5574,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.80元(含税,扣税后0.72元)",2018-05-21T00:00:00
1242,中小板,002560,通达股份,0.0,-,-,0.2,0.00260756192959583,2018-04-12T00:00:00,1.2802,4.212,2018-05-24T00:00:00,2018-05-25T00:00:00,-42.3729,477.0,429141351.0,0.03,3.52124235,1.64211,0.851965,-85.6289,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.20元(含税,扣税后0.18元)",2018-05-21T00:00:00
1243,中小板,002484,江海股份,0.0,-,-,0.8,0.00943396226415094,2018-04-12T00:00:00,-1.8445,2.9126,2018-05-24T00:00:00,2018-05-25T00:00:00,-22.8113,477.0,815155441.0,0.2331,3.82246058,1.692393,0.916806,27.4961,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.80元(含税,扣税后0.72元)",2018-05-18T00:00:00
1244,创业板,300623,捷捷微电,9.0,-,9.0,5.0,0.00717463050652891,2018-04-12T00:00:00,8.4794,-2.7762,2018-05-25T00:00:00,2018-05-28T00:00:00,3.1718,474.0,94601400.0,1.64,13.04116149,7.651824,3.774016,23.8113,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10转9.00派5.00元(含税,扣税后4.50元)",2018-05-21T00:00:00
1245,沪市,603386,广东骏亚,0.0,-,-,1.5,0.00596421471172962,2018-04-12T00:00:00,-4.7433,28.8422,2018-05-29T00:00:00,2018-05-30T00:00:00,-12.1778,472.0,201800000.0,0.4,3.05177101,1.204431,0.780765,8.5757,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派1.50元(含税,扣税后1.35元)",2018-05-22T00:00:00
1246,沪市,600512,腾达建设,0.0,-,-,0.4,0.014336917562724,2018-04-12T00:00:00,-5.8824,-16.7164,2018-05-29T00:00:00,2018-05-30T00:00:00,-15.9091,472.0,1598902832.0,0.09,2.96593068,1.610318,0.231055,69.9687,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.40元(含税,扣税后0.36元)",2018-05-24T00:00:00
1247,沪市,600075,新疆天业,0.0,-,-,0.5,0.00709219858156028,2018-04-12T00:00:00,-5.4492,-2.6243,2018-05-30T00:00:00,2018-05-31T00:00:00,-11.6147,471.0,972522352.0,0.55,4.46178528,1.366178,1.83473,10.1611,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.50元(含税,扣税后0.45元)",2018-05-25T00:00:00
1248,深主板,000836,富通鑫茂,0.0,-,-,0.3,0.00659340659340659,2018-04-12T00:00:00,-2.9787,-13.4981,2018-06-01T00:00:00,2018-06-04T00:00:00,-3.5477,467.0,1208455224.0,0.0696,1.45995215,0.166334,0.245239,77.3081,2017-12-31T00:00:00,2018-04-12T00:00:00,实施分配,"10派0.30元(含税,扣税后0.27元)",2018-05-29T00:00:00
1249,中小板,002235,安妮股份,5.0,-,5.0,-,-,2018-04-12T00:00:00,-12.4211,-10.1585,2018-06-04T00:00:00,2018-06-05T00:00:00,-18.3771,466.0,415976540.0,-0.8812,5.33129897,4.750595,-0.899124,-3231.1021,2017-12-31T00:00:00,2018-04-21T00:00:00,实施分配,10转5.00,2018-05-30T00:00:00
1250,中小板,002625,光启技术,7.0,-,7.0,0.11,0.000472914875322442,2018-04-12T00:00:00,-8.5171,-3.4454,2018-06-05T00:00:00,2018-06-06T00:00:00,-22.3037,465.0,1267404625.0,0.07,5.9373829,4.66956,0.23833,22.6154,2017-12-31T00:00:00,2018-04-23T00:00:00,实施分配,"10转7.00派0.11元(含税,扣税后0.099元)",2018-05-31T00:00:00
